rank,rating_numeric,num_played,player_id,summoner_region,riot_id,puuid,rating,live.encryption_key,live.game_start_time,live.match_id,live.player_id,live.type,stats.RecentResult.ItemData.AD,stats.RecentResult.ItemData.AP,stats.RecentResult.ItemData.Tank,stats.RecentResult.avg_similarity,stats.RecentResult.board_strength_percentile_sum,stats.RecentResult.damage_percentile_sum,stats.RecentResult.lpChange,stats.RecentResult.num_played,stats.RecentResult.percentile_count,stats.RecentResult.place_sum,stats.RecentResult.topCarries,stats.RecentResult.wins,stats.appMatches,stats.currentPatchResult.ItemData.AD,stats.currentPatchResult.ItemData.AP,stats.currentPatchResult.ItemData.Tank,stats.currentPatchResult.avg_similarity,stats.currentPatchResult.board_strength_percentile_sum,stats.currentPatchResult.damage_percentile_sum,stats.currentPatchResult.lpChange,stats.currentPatchResult.num_played,stats.currentPatchResult.percentile_count,stats.currentPatchResult.place_sum,stats.currentPatchResult.topCarries,stats.currentPatchResult.wins,stats.num_played,stats.place_sum,stats.wins
55,4352,957,4594565,euw1,DSYRE Ryko#EUW,43e-eojFy7friBCcPIr1QbTqtLtKNE224LuLw7YSqulArn1DnWTAZPVtm9Qe3rlAenBPOun0aBC4Ew,CHALLENGER I 1552 LP,J7xBAaheJb27RBb9hj3b4/81+8aunXYM,1762356965737,EUW1_7593090561,4594565,leaderboard,99,60,125,0.3477,1212,1182,168,20,20,62,"[{""character_id"": ""TFT15_Braum"", ""count"": 11, ""avg"": 2.625}, {""character_id"": ""TFT15_Zyra"", ""count"": 10, ""avg"": 1.4}]",7,True,47,29,64,0.3517,636,671,80,11,11,36,"[{""character_id"": ""TFT15_Braum"", ""count"": 7, ""avg"": 3.2}, {""character_id"": ""TFT15_TwistedFate"", ""count"": 5, ""avg"": 1.8333333333333333}]",4,957,3887,197
56,4350,339,1847856,na1,panche3e#plink,T8xE9UDrr1l_HWFoP3NLZ3KTwqXj5RKGxDYSrQfgI5wkAcoHn3DP2rNZbDOIakM3t2Ofg9-2LuJNzQ,CHALLENGER I 1550 LP,,,,,,80,65,140,0.3798,1134,1244,77,20,20,67,"[{""character_id"": ""TFT15_JarvanIV"", ""count"": 10, ""avg"": 3}, {""character_id"": ""TFT15_KSante"", ""count"": 9, ""avg"": 3.4166666666666665}]",5,True,,,,,,,,,,,,,339,1257,63
57,4349,625,4630236,euw1,AFW 5454#bella,chAHqvQl-Ye7s5yvfMtiJoduRnpp_8jZ7Ffups0AOQhrv_C3U4izMNI40L58P8dtXvzs7lTnwryKAQ,CHALLENGER I 1549 LP,,,,,,103,72,112,0.1668,1129,920,106,20,20,65,[],4,False,,,,,,,,,,,,,625,2567,91
58,4347,406,373594,la2,Sutii#LAS,LUFs4Ienc7udNtZsY7wlIFSlbT1OQbNVUREkxSE5Xn8B8YmlkiqLKNuAtbBSBHvNSECibMfdkfeRGA,CHALLENGER I 1547 LP,,,,,,84,81,97,0.2893,1021,922,209,20,20,55,"[{""character_id"": ""TFT15_Braum"", ""count"": 8, ""avg"": 2.111111111111111}]",8,True,3,2,4,0,53,61,30,1,1,1,"[{""character_id"": ""TFT15_Leona"", ""count"": 1, ""avg"": 1}, {""character_id"": ""TFT15_Braum"", ""count"": 1, ""avg"": 1}]",1,406,1424,100
59,4347,522,196417,kr,선종아항상겸손해라#무지성,59CtBp3LsbfLK-rBS7Ch9vbFOwC9vrdWqC3vcaM60Nq9AbQrtrDo_3rQ7_DTloCfawa4S_-x4LANbw,CHALLENGER I 1547 LP,,,,,,66,91,127,0.503,666,898,-90,20,20,77,"[{""character_id"": ""TFT15_Akali"", ""count"": 14, ""avg"": 3.9285714285714284}, {""character_id"": ""TFT15_KSante"", ""count"": 13, ""avg"": 3.9285714285714284}]",2,False,,,,,,,,,,,,,522,2131,78
60,4342,386,321167349,oc1,maikaremix217OCE#2393,eUmYylWGSjJPEQJNk0A8pKMEQKdKJX0qfePUBmnZn_YkSm93dGZv2j85GcGUHQjW_q2YaYfyUguZbA,CHALLENGER I 1542 LP,,,,,,106,57,95,0.2216,919,1264,178,20,20,58,"[{""character_id"": ""TFT15_Sett"", ""count"": 8, ""avg"": 3.1}, {""character_id"": ""TFT15_TwistedFate"", ""count"": 8, ""avg"": 2.4444444444444446}]",7,False,12,3,13,0.1,137,187,67,2,2,2,"[{""character_id"": ""TFT15_KaiSa"", ""count"": 1, ""avg"": 1}, {""character_id"": ""TFT15_Darius"", ""count"": 1, ""avg"": 1}]",2,386,1404,90
61,4335,516,173510906,vn2,HnZ Luckyboiz#0912,7G0kXwkOiLAmPIe93w5Ka_6MqBm9xcZEDHUYFXXjmwMg0KJsQfatIfG8f1FgKOAUMr33UJOZ_SS33A,CHALLENGER I 1535 LP,,,,,,70,66,101,0.1579,1068,792,-267,20,20,86,[],1,False,,,,,,,,,,,,,516,1878,99
62,4333,657,138247776,vn2,BN vtt#VTT,E20urNnalGbw3Jsupl3Eke3iyOLCoHjCEZ9t9xkizMW9c6W5b3ssyE__kaNXSlitVuLNm6xLUbh6eg,CHALLENGER I 1533 LP,,,,,,72,68,84,0.1889,946,1167,96,20,20,68,[],7,True,12,12,14,0,101,173,9,3,3,10,"[{""character_id"": ""TFT15_Volibear"", ""count"": 2, ""avg"": 2}]",1,656,2520,160
63,4332,670,3221940,euw1,Aexoq#EUW,3l6khcqsx2FYfpMBqbC1CFOLF0tNbPzdyeC7UaBMEPsguEtNx0xSiQqZsP38EOLpuWLXW9mvc8TjBA,CHALLENGER I 1532 LP,,,,,,63,86,112,0.2426,815,1025,176,20,20,63,[],8,False,,,,,,,,,,,,,670,2597,122
64,4331,818,132998924,la2,Lorien#Boedo,FZCqsb1sbV_5_IBbpiQjD274GpGar8ABTlLtnCZzI4YF6T7kqK_Mdq8AXtsJx-rbZddV2nS0WU6x1w,CHALLENGER I 1531 LP,,,,,,51,117,135,0.3237,1114,1344,202,20,20,47,"[{""character_id"": ""TFT15_KSante"", ""count"": 13, ""avg"": 2.7142857142857144}, {""character_id"": ""TFT15_Ryze"", ""count"": 8, ""avg"": 1.6428571428571428}]",9,False,,,,,,,,,,,,,818,3274,148
65,4329,582,491140039,sg2,Pai#phpai,a5-JH5LcyuEBN4Vr8U7aQG3YnrsuMyaa0PBl4w02kxOysvRcI34RkP3D9biE6mQE8AMzAUKUwzlDWw,CHALLENGER I 1529 LP,,,,,,83,73,107,0.2633,1254,885,-99,20,20,75,"[{""character_id"": ""TFT15_Braum"", ""count"": 9, ""avg"": 2.727272727272727}]",5,False,3,5,3,0,53,75,38,1,1,1,"[{""character_id"": ""TFT15_Leona"", ""count"": 1, ""avg"": 1}, {""character_id"": ""TFT15_Braum"", ""count"": 1, ""avg"": 1}]",1,582,2244,112
66,4329,526,936247,jp1,m1zono#5140,gBZfNxSC9FSsdXts7FfH-J_1MOytaFfilNMyAPQ_yspdEZ35P6dE1d2bRUpg3fyf9VgYX81_tHcHrQ,CHALLENGER I 1529 LP,,,,,,99,78,123,0.3226,847,952,325,20,20,56,[],7,False,,,,,,,,,,,,,526,2017,101
67,4326,583,4372549,euw1,MKOI Safo20#BAD,2NmBFt8F83TqZcchEAUdiMWEIqRcEtZdo91-Ztg_MP2Nh8mVhE071pSLbUJO7JN_pvK1AhTRnB55sA,CHALLENGER I 1526 LP,,,,,,86,81,97,0.3044,1320,967,132,20,20,58,"[{""character_id"": ""TFT15_LeeSin"", ""count"": 10, ""avg"": 2.2}, {""character_id"": ""TFT15_Braum"", ""count"": 9, ""avg"": 1.5}]",6,False,,,,,,,,,,,,,583,2277,130
68,4321,638,414425,kr,메시1234#KR1,1Hy88t5cftajBW0hFzIOBaIfFa6flK7D4JVUNlfNBXY824-9wqGOY3Ekr8q6TVYtk4cQAuZgUGhlKw,CHALLENGER I 1521 LP,,,,,,98,76,94,0.2883,1127,1080,255,20,20,64,[],4,True,,,,,,,,,,,,,638,2527,124
69,4319,943,142782300,la2,BBL Leofloresdc#Chemb,lxwsxKT_X60rbb3-Vwvwggpv-4OybAQ13ulw8TcXi--6o1Ga-csL85S8v83Yu4r3LIitiJIHz0e8_g,CHALLENGER I 1519 LP,,,,,,44,87,131,0.225,1022,975,-84,20,20,74,"[{""character_id"": ""TFT15_Malzahar"", ""count"": 8, ""avg"": 3.111111111111111}]",6,False,,,,,,,,,,,,,943,3532,209
70,4317,774,139951025,vn2,KNG 2k#2401,23DNU2Ho6iDJku53x_7aw-j9YPT1If98wwLqsWgFSqQvyAI4F-lUTkWvFWzFMfPvKrujP9DYNPi_ug,CHALLENGER I 1517 LP,,,,,,87,54,94,0.2064,1051,1150,136,20,20,63,"[{""character_id"": ""TFT15_TwistedFate"", ""count"": 11, ""avg"": 3}, {""character_id"": ""TFT15_LeeSin"", ""count"": 8, ""avg"": 2.2222222222222223}]",6,False,7,3,10,0.1111,146,119,61,2,2,3,"[{""character_id"": ""TFT15_Malphite"", ""count"": 1, ""avg"": 1}, {""character_id"": ""TFT15_Ziggs"", ""count"": 1, ""avg"": 1}]",1,774,3114,110
71,4314,334,134603,eun1,Blue#GRE,JKjT0p6tTyFxzVgYU5XmAh9nUEp2S2JiFeZaU_SFNRu69-CD0K2jZxpob176rBqD4MHFJVh1Jfy9Hg,CHALLENGER I 1514 LP,,,,,,80,69,113,0.12,936,1178,15,20,20,68,[],2,False,,,,,,,,,,,,,334,1270,64
72,4313,795,307130462,eun1,GeraxzieProz#EUNE,gKjO3QbIExbq_2ieuNa6ARmWPnAG19kzcbm26GE4ZG1mAWm4WqHLCBHS0OToGFpD4ZqFaXkRmCQfCw,CHALLENGER I 1513 LP,,,,,,103,66,105,0.349,1074,1079,117,20,20,66,"[{""character_id"": ""TFT15_Braum"", ""count"": 11, ""avg"": 3.1333333333333333}, {""character_id"": ""TFT15_Seraphine"", ""count"": 8, ""avg"": 2.5555555555555554}]",6,True,6,5,12,0.4444,157,117,-10,2,2,9,"[{""character_id"": ""TFT15_Leona"", ""count"": 2, ""avg"": 4.5}, {""character_id"": ""TFT15_TwistedFate"", ""count"": 2, ""avg"": 4.5}]",0,794,3145,175
73,4310,391,359389963,me1,Squardz#SQZ,pPa4er6ksk6JZVq7v0Uiuwxx2xm82R1tyIeTYXJ8XXnMX0v-LStP0eCOYZDu_QYKxINtFzmMu5VEBQ,CHALLENGER I 1510 LP,,,,,,79,45,90,0.2526,1337,1035,-315,20,20,88,[],3,True,82,50,93,0.2789,1426,1124,-305,21,21,91,[],3,391,1330,100
74,4301,496,138359864,vn2,HL Quỷ Lệ#1993,cAOsulwdms5bUKGnqYHBdwtiBI4YOfqbQjPeqmVvViCQILLGO-GlvQW3tp5Hyi_ZImuevlQ77B4f8Q,CHALLENGER I 1501 LP,,,,,,75,88,109,0.1256,850,1207,296,20,20,58,"[{""character_id"": ""TFT15_KSante"", ""count"": 9, ""avg"": 3.7777777777777777}]",5,True,,,,,,,,,,,,,496,2027,71
75,4300,670,455818303,kr,소나기#고윤하,G0ZcigLDxef3fakfa1tokiDOQl1C26nVxFVTHk4TGNWtWCjudL9LK92em6yKV58rfIJz4AgJq8OP0g,CHALLENGER I 1500 LP,,,,,,60,54,131,0.1895,1150,1282,85,20,20,68,[],8,False,17,29,46,0.1063,498,523,96,8,8,22,[],4,670,2812,97
76,4299,448,4659719,kr,ROC Panda#Panda,Fxd09NDTS-LhMFvNZgFz0fPtPahATRyCKUyE2CAuqNGFqzsr1waoe1CflxPox_ROIkVlaoMMUXoe3w,CHALLENGER I 1499 LP,,,,,,118,37,112,0.2043,1006,1018,-183,20,20,79,[],3,False,9,0,3,0,47,1,-20,1,1,5,"[{""character_id"": ""TFT15_Jinx"", ""count"": 1, ""avg"": 5}, {""character_id"": ""TFT15_KSante"", ""count"": 1, ""avg"": 5}]",0,448,1603,91
77,4297,562,450552999,sg2,hanni pham#raph,CoTsBISkq9s4cs2MNhSwculuTLQsBrlRasQY8oWKqD9pG041FFcdPcEtS-vGLTkv5as221Tdk_g4RQ,CHALLENGER I 1497 LP,,,,,,60,90,111,0.1793,1134,813,-121,20,20,76,[],4,False,,,,,,,,,,,,,562,2196,100
78,4293,889,44925946,euw1,A boy has noname#717,18eQjiZ_hMJHqZprgi6bH5aZoWY_SoUtsx-mQr8Z3VXiNv1xmAXClCYFZRREyhyK-m1YaBJLy9aq_Q,CHALLENGER I 1493 LP,,,,,,71,79,128,0.2178,881,968,99,20,20,68,"[{""character_id"": ""TFT15_KSante"", ""count"": 9, ""avg"": 1.8}, {""character_id"": ""TFT15_JarvanIV"", ""count"": 8, ""avg"": 3}]",5,False,,,,,,,,,,,,,889,3588,156
79,4291,534,4595759,na1,Cambulee#tft,8qhg25I88Fy-rKXKjdD7zEqc7w0VkqbfERK3HuwsNoKqCbEJjeSvvp17-lUhs_bNefuWwzF5ABJb8g,CHALLENGER I 1491 LP,,,,,,82,86,127,0.1762,1118,1045,224,20,20,57,[],6,False,,,,,,,,,,,,,534,2146,96
80,4287,676,4205597,euw1,Loescher#yerba,8e4GvtVQI-yFd85zY1QbVR2qdjB7qvJPc7XXxglP9F05_EtVewTQiRU-HK0x-wxw0sC4yGGs88PvXA,CHALLENGER I 1487 LP,Uk2QiGqluFma4HhjPHP1B9z27b4w+IiB,1762357974174,EUW1_7593097287,4205597,leaderboard,86,69,82,0.2283,1190,984,-4,20,20,69,"[{""character_id"": ""TFT15_Braum"", ""count"": 9, ""avg"": 2.5833333333333335}]",7,False,13,10,10,0.0556,98,135,-46,3,3,13,"[{""character_id"": ""TFT15_Ashe"", ""count"": 2, ""avg"": 4}]",1,676,2776,104
81,4283,590,46745730,euw1,ViggoZe#EUW,g6qkEufbU8PV_yo3-Ackv7-m4FIIhVr6MdQTYG6DTGtSCEmmf0Hc52qAV4rh-XOxPcONprOxvnUKMw,CHALLENGER I 1483 LP,,,,,,88,79,103,0.1725,910,1052,-79,20,20,70,[],5,False,,,,,,,,,,,,,590,2353,98
82,4282,1079,4167238,la2,soy arawea#LAS,TTcGERJ_DCI3B8sf8A0XX4ZkBsW3YyW1-n5w1-p3j8GGhtkbqtvCDO2vQc6lBa_U2Hpo_yDsAq7xhw,CHALLENGER I 1482 LP,,,,,,121,52,140,0.6292,1468,926,175,20,20,56,"[{""character_id"": ""TFT15_Ashe"", ""count"": 17, ""avg"": 2.588235294117647}, {""character_id"": ""TFT15_KSante"", ""count"": 17, ""avg"": 2.611111111111111}]",9,True,,,,,,,,,,,,,1079,4220,229
83,4280,744,565540752,kr,머리가 텅 빈그레#1234,AXP2-iXAfH_oyzIZStPEJ2WLco63BXRN3J_Ed90id6L1orhGZPVYBTCTjJnwdZw4R19rWKf_jpotqA,CHALLENGER I 1480 LP,,,,,,112,55,128,0.3244,976,902,158,20,20,66,"[{""character_id"": ""TFT15_Braum"", ""count"": 10, ""avg"": 2.642857142857143}]",3,False,27,19,36,0.4222,255,184,47,5,5,15,"[{""character_id"": ""TFT15_Ashe"", ""count"": 3, ""avg"": 3.6666666666666665}, {""character_id"": ""TFT15_JarvanIV"", ""count"": 3, ""avg"": 3.6666666666666665}]",2,744,3076,102
84,4278,519,138202188,vn2,VP Maris#Maris,EwQo8Xq1-rfsiqFmiADkz9d2TWdFxeAht6SEZsk0iUU_nx4-DB1Bg1G1rbM8x0cvJS3utKkJkW62gA,CHALLENGER I 1478 LP,,,,,,106,56,89,0.1722,1202,1257,-27,20,20,76,"[{""character_id"": ""TFT15_Braum"", ""count"": 8, ""avg"": 3.6363636363636362}]",5,False,,,,,,,,,,,,,519,1877,115
85,4276,768,116077527,la1,MERCENARY PLAYER#LAN7,U6wMg8CR0-dLvORilPOHKGrY25mf9OEito2rCrsmS0TarUr0CLZUTTHqMCRXOY_ujpWx25MCecSZ9w,CHALLENGER I 1476 LP,,,,,,88,54,121,0.299,1179,1142,-151,20,20,81,[],4,False,,,,,,,,,,,,,768,2754,195
86,4275,422,797360,jp1,kohada19#JP1,cJbgDVEDR7gWjWhmg3dWWZlchHD-Clc0a4VFiIOEisKsAumdIYrlFnOcSSUi7WXSin_SuCfzHoHlXg,CHALLENGER I 1475 LP,,,,,,106,57,120,0.2472,929,655,223,20,20,59,"[{""character_id"": ""TFT15_LeeSin"", ""count"": 12, ""avg"": 2}]",5,False,,,,,,,,,,,,,422,1653,93
87,4270,974,138082637,vn2,AZA#2110,aVzQILbSw4SUu1RxIXzpKLV0DrJcK_R7ASMGHs4aHf7GqiINyV_8Y5kiNOpkU-wubXOpYY5hzAtGWw,CHALLENGER I 1470 LP,,,,,,71,60,105,0.2429,796,894,-106,20,20,79,[],5,False,,,,,,,,,,,,,974,4009,163
88,4270,181,450397110,sg2,Bigoinwza007x69#bigo,ogeb91pyKdeSIDcikQckEvGywg0VGh9nNNJacSpkj_gHhNheiw4hePjiZqX6Hi5fir_AQkUs3mxu5w,CHALLENGER I 1470 LP,tlBgY+G2qN25uCJe+sINbpQUYfDkBXwP,1762356588290,SG2_110349658,450397110,leaderboard,91,63,85,0.1914,1084,866,168,20,20,60,[],5,False,,,,,,,,,,,,,181,605,39
89,4267,558,262965462,kr,백승민#agent,kRmrKIJCIuYdMeyjLHFD-tOB8cKWjiRSfepUQP_WGheSLc-Td0WLEArtyeJtg0-mgP3a-wrZu80XSA,CHALLENGER I 1467 LP,gYVoMooJwu37wXEnTmCl+8ookmV66XSU,1762357759007,KR_7900125777,262965462,leaderboard,83,73,113,0.2443,1019,1194,81,20,20,73,"[{""character_id"": ""TFT15_JarvanIV"", ""count"": 9, ""avg"": 3.6363636363636362}]",4,True,,,,,,,,,,,,,558,2230,87
90,4266,356,1825208,euw1,ilyopyo 0#000,4xgqOrxahDnFtLSlv-nJQCmyuNN_e1xtTuCj1L6pjYnpps78ZhYm95TB97H9sR9FkclKG_WDFeFf6g,CHALLENGER I 1466 LP,,,,,,68,78,112,0.2365,1110,939,241,20,20,62,[],6,False,3,11,16,0.375,46,58,41,2,2,5,"[{""character_id"": ""TFT15_KSante"", ""count"": 2, ""avg"": 2.5}, {""character_id"": ""TFT15_Seraphine"", ""count"": 2, ""avg"": 2.5}]",1,356,1394,69
91,4266,931,137988724,vn2,GDFEED#0611,mONwwnLv_wbkfe0Tj88EPFBuj6iAq80YiKFmAv-Xua5toun6OftiKqtpYwipnF_xWawP5VY1WfWkww,CHALLENGER I 1466 LP,,,,,,85,64,117,0.4276,1191,898,-95,20,20,79,"[{""character_id"": ""TFT15_JarvanIV"", ""count"": 9, ""avg"": 4}]",3,False,,,,,,,,,,,,,931,3650,149
92,4264,177,4633069,kr,준서요미#0718,NsILOr_Ulevy--pgIx8ayQ7HTbWFr3rtOdWDilhF0Lkh5o3j-ZSE4VvMBTLLGnivX0C8zUfLrN-5VQ,CHALLENGER I 1464 LP,,,,,,64,88,107,0.2419,1106,978,298,20,20,62,[],5,False,,,,,,,,,,,,,177,618,50
93,4262,621,138029318,vn2,BlackJack#2901,3sIEHxkqU5EmNRRT7yszU9WP2-qxcy_ijNarIxj9BJ6SV5jVKn9szqDgZmfX61K1RHQcw2zz6z_nsA,CHALLENGER I 1462 LP,,,,,,120,49,101,0.2393,1116,1050,141,20,20,71,"[{""character_id"": ""TFT15_Braum"", ""count"": 10, ""avg"": 3.6923076923076925}, {""character_id"": ""TFT15_LeeSin"", ""count"": 9, ""avg"": 3.5555555555555554}]",7,True,9,3,3,0,64,60,37,1,1,1,"[{""character_id"": ""TFT15_Kayle"", ""count"": 1, ""avg"": 1}, {""character_id"": ""TFT15_Ashe"", ""count"": 1, ""avg"": 1}]",1,621,2520,109
94,4259,282,221090837,na1,Dalesom#NA1,Sq4hVpJ87F59OdKoL34lmXnufxG73ptL3DMpKhgi_0ZUSitPjnY2rwT0f0BsUnpgP4HMufjt6WPI2A,CHALLENGER I 1459 LP,,,,,,59,61,117,0.2141,1099,879,-79,20,20,75,[],2,False,,,,,,,,,,,,,282,995,63
95,4259,614,3198772,kr,부산부산진구부암동#개얼짱훈남,ynZA4tcDCDfrWxEZnqev6l_UIhoZG4TlgFmAW8QK31oqoaAB9i1Ga11JO7fFdqTpcAClmsIdk_Rjgg,CHALLENGER I 1459 LP,,,,,,102,70,112,0.2088,1255,1177,111,20,20,70,"[{""character_id"": ""TFT15_Braum"", ""count"": 8, ""avg"": 2}]",5,False,,,,,,,,,,,,,614,2547,122
96,4255,419,138859887,vn2,TLN Kieuanhsayhi#Rukia,LLmopHdrdzxITBFCB8iqCxlN99SANoCVf39Y_rRi0At3pYjK__O01WnZfN16ofqWjOpS_XNOZFrmwQ,CHALLENGER I 1455 LP,,,,,,64,66,130,0.1544,885,884,336,20,20,56,[],6,False,,,,,,,,,,,,,419,1705,55
97,4253,676,425835657,jp1,halkus9#4409,O3pFWWgmrUJr5aWBixfm7AIFs5maiU6BwTAbb5jMfNtF2RkH47q8oCn6FOhlE_UWhsdLfAo6z4uKTg,CHALLENGER I 1453 LP,,,,,,67,72,133,0.2114,1022,1163,297,20,20,55,"[{""character_id"": ""TFT15_KSante"", ""count"": 8, ""avg"": 3.3333333333333335}]",6,False,,,,,,,,,,,,,676,2806,98
98,4252,573,565540949,kr,다냥꾼#다냥꾼,3dWxsn3OAbGVSkJQxVD3j9Nj7e3wSIzHKxD_ghMolJWkLbc91mA70jd-MzgdhOEwIzYk87jN0z7n2A,CHALLENGER I 1452 LP,,,,,,95,47,93,0.0868,985,726,238,20,20,67,"[{""character_id"": ""TFT15_LeeSin"", ""count"": 8, ""avg"": 3.4}]",1,False,6,3,5,0,35,39,25,1,1,2,"[{""character_id"": ""TFT15_Ryze"", ""count"": 1, ""avg"": 2}, {""character_id"": ""TFT15_JarvanIV"", ""count"": 1, ""avg"": 2}]",0,573,2333,73
99,4250,812,2870483,br1,Gabrielmsh#br1,LzPK9316F7f8weu87zdmUtHcMW8dxPGgTNeC0f-oLERkge85HGiwpwSe2yt5X23gYX41n4kXUDcYFg,CHALLENGER I 1450 LP,,,,,,74,76,101,0.1792,1073,951,-61,20,20,67,"[{""character_id"": ""TFT15_KSante"", ""count"": 9, ""avg"": 3.111111111111111}]",5,False,,,,,,,,,,,,,812,3343,144
100,4248,401,212735267,la1,ZT Coqui#ZEIT,RvftvJc4zIHF8dplgnAqboScyHWo1N3kBadQwY4A4XexTgGHtINwjp-Td0prJxB5YD2MQkk1p5DdzA,CHALLENGER I 1448 LP,,,,,,104,54,89,0.3602,1038,588,149,20,20,65,"[{""character_id"": ""TFT15_Braum"", ""count"": 12, ""avg"": 3.2}, {""character_id"": ""TFT15_LeeSin"", ""count"": 10, ""avg"": 2.9166666666666665}]",4,False,,,,,,,,,,,,,401,1458,82
101,4247,895,306056627,euw1,K P#TFT,uIPAEU3BrG7Em0V6SF-sTNzrdB5EcVVA3ryjxOEd6fq_6C9aI-f8a0BYFWgKJX53BayMNi9tcolsog,CHALLENGER I 1447 LP,,,,,,105,49,112,0.3724,1047,1064,12,20,20,69,"[{""character_id"": ""TFT15_Poppy"", ""count"": 8, ""avg"": 3.375}]",4,False,,,,,,,,,,,,,895,3561,173
102,4247,487,248850432,kr,도원결의사라있네#유비관우장,sHJw3MUP98ngKwef4kVUmOqa3SIVtt0i2WgiuADGHqN56V7eve5GW0KpOpjW8pdB8BvCKc7Qlt8yRA,CHALLENGER I 1447 LP,,,,,,107,54,79,0.2761,1212,701,57,20,20,73,"[{""character_id"": ""TFT15_Braum"", ""count"": 12, ""avg"": 3.1333333333333333}, {""character_id"": ""TFT15_Zyra"", ""count"": 11, ""avg"": 3}]",5,False,,,,,,,,,,,,,487,1937,95
103,4241,754,2880952,kr,챌린저 문단속#KR1,WJEsNuJQMUVn3r3c_Jw29C8S1BbbHPcLj8RW4uQDIpfs0JTIjGT92-XmViGfPs6GgbfyhlFhX8JZkA,CHALLENGER I 1441 LP,,,,,,72,94,89,0.1719,1013,862,244,20,20,65,"[{""character_id"": ""TFT15_Leona"", ""count"": 8, ""avg"": 3.111111111111111}]",2,False,,,,,,,,,,,,,754,3087,110
104,4241,281,3613900,tr1,Aaron#Wan,idfQnhTREGiK6qIzPL3gIWytGafL5stSYQEUu9_1Io1z4rf1d3tZnBL_kV_ysXhiTIAy-CyVLLy5mQ,CHALLENGER I 1441 LP,,,,,,108,48,113,0.4665,1086,815,62,20,20,66,"[{""character_id"": ""TFT15_Braum"", ""count"": 12, ""avg"": 3}, {""character_id"": ""TFT15_LeeSin"", ""count"": 12, ""avg"": 3}]",5,False,,,,,,,,,,,,,281,977,63
105,4237,483,138978670,vn2,BORN TO BE YOURS#0104,oybpkpER7iXBFJwPLWN7n79iTiyl874ZwydMmpm2xVz6_8vijJ5N5b3XMhZwAI9OTnNTZ61ZZBm-lQ,CHALLENGER I 1437 LP,,,,,,77,82,106,0.199,970,944,274,20,20,64,[],7,False,,,,,,,,,,,,,483,1931,78
106,4237,251,594994,ru,Ниоха#RU1,JyleXJBVH4empUWlcpVMLAAjg4iKUkPaimLmCO35kyEJ4Prd5z3ROkJg32DP7gQ7ZrP7NbxXeHdMcA,CHALLENGER I 1437 LP,,,,,,97,45,110,0.2728,1133,959,-93,20,20,76,"[{""character_id"": ""TFT15_Braum"", ""count"": 8, ""avg"": 4}, {""character_id"": ""TFT15_KSante"", ""count"": 8, ""avg"": 4.6}]",5,False,,,,,,,,,,,,,251,776,64
107,4235,683,293866272,vn2,TrungNguyen#257,MOa9SnjK3RvBf0ekWSinjU6g60EdYQJCQ_XqjJjpUhBGBTslmR5OmxDSSKUGfvLSW7DR9jz9Wq5EsQ,CHALLENGER I 1435 LP,,,,,,100,64,124,0.1356,798,935,304,20,20,56,[],6,False,,,,,,,,,,,,,683,2872,101
108,4235,708,3550298,la1,Vini#2211,sT1b2TNtUfgd7_LYnXD4jgLp-WQ3RFVNfEJNfuVgC888ToAf_op024pWx2uuZTQ98sqCbOF1IDfiiw,CHALLENGER I 1435 LP,,,,,,52,104,113,0.171,725,1013,173,20,20,65,"[{""character_id"": ""TFT15_Gwen"", ""count"": 9, ""avg"": 2.9285714285714284}, {""character_id"": ""TFT15_JarvanIV"", ""count"": 8, ""avg"": 3.7777777777777777}]",2,False,,,,,,,,,,,,,708,2758,141
109,4235,495,221736740,kr,Mid Ezreal#KR1,AtzD65bFB3po2CmG4WiS7Ett2XQ6F-T5L9mLWfOkXMF6F1LOmaC0a14btPHrSUzAyPTNhDMSGkwHfA,CHALLENGER I 1435 LP,VTIatU3wsvOFzm4qzrRxYmlKQ8JEpK6q,1762357918698,KR_7900131645,221736740,leaderboard,70,83,105,0.2086,1025,1227,-141,20,20,81,"[{""character_id"": ""TFT15_KSante"", ""count"": 9, ""avg"": 4.2}]",5,False,7,3,6,0,97,188,-151,2,2,16,"[{""character_id"": ""TFT15_KaiSa"", ""count"": 1, ""avg"": 8}, {""character_id"": ""TFT15_Rammus"", ""count"": 1, ""avg"": 8}]",0,495,1873,87
110,4235,528,215611711,tw2,RoyalMaple19#1919,o6cyzihpbGdSVGzLhIiaNo66z-MSjjNUgQGNzPZ2ckOyjVB9Y4zp75Ma52SHGtYOhqs-rGZLWx3t4Q,CHALLENGER I 1435 LP,,,,,,72,95,121,0.2398,770,1248,47,20,20,61,[],8,False,,,,,,,,,,,,,528,2080,85
111,4234,822,49011676,kr,Dog Issac#eProd,7pkR0p03EYSUBz65J3cXn3n6VWrHIONJRzcgI7eWkmS9IvcMHDVhaTK2QuUxDyhDT-VaXkJKsUTU3Q,CHALLENGER I 1434 LP,,,,,,99,64,95,0.2179,990,903,119,20,20,70,[],3,True,73,32,59,0.135,649,580,48,12,12,43,[],3,822,3131,150
